year,month,day,31N,32N,33N,34N,35N,36N,37N,38N,39N,40N,41N,42N,43N,44N,45N,46N,47N
1989,12,24,0.148,0.02,0.132,0.054,0.032,0.08,0.182,0.218,0.873,1.176,0.819,1.133,1.092,0.627,0.75,0.41,0.377
1989,12,25,0.134,0.056,0.249,0.074,0.358,0.072,0.424,-0.182,0.592,0.232,0.142,0.452,0.579,0.313,0.543,0.27,0.092
1989,12,26,0.051,0.073,0.242,0.041,0.144,-0.003,0.116,-0.157,0.171,0.069,-0.043,-0.05,0.069,0.085,0.19,0.032,-0.039
1989,12,27,0.024,0.043,0.408,0.517,0.703,0.24,0.305,-0.012,0.435,0.189,-0.038,0.082,0.137,0.105,0.19,0.045,-0.186
1989,12,28,0.453,0.135,0.591,0.859,0.974,1.003,1.187,1.847,3.82,3.618,2.51,2.415,1.533,0.706,0.821,0.561,0.319
1989,12,29,0.939,0.692,0.828,0.799,1.267,1.266,1.564,1.868,3.063,2.819,1.816,1.909,1.003,0.346,0.497,0.125,0.072
1989,12,30,0.477,0.019,0.484,0.213,0.278,-0.013,0.377,0.475,1.148,1.216,0.462,0.581,0.319,0.169,0.249,-0.016,0.137
1989,12,31,0.067,-0.019,0.095,0.005,0.376,0.312,0.327,0.219,0.209,0.466,-0.236,0.265,-0.165,-0.303,-0.474,-0.601,-0.554
1990,1,1,0.072,-0.138,0.327,0.296,0.472,0.335,0.291,0.426,0.985,1.14,0.263,0.829,0.529,0.247,0.428,0.545,0.527
1990,1,2,0.943,1.105,1.677,2.055,2.866,3.433,3.243,3.328,3.731,3.064,1.584,1.37,0.816,0.362,0.628,0.38,0.931
1990,1,3,0.478,0.376,0.485,0.653,1.124,1.487,1.522,0.731,1.2,0.976,0.031,0.282,-0.12,-0.269,-0.453,-0.667,-0.727
1990,1,4,0.329,0.421,0.307,0.43,0.351,0.203,0.651,-0.339,0.029,0.638,-0.295,0.04,-0.394,-0.506,-0.587,-0.265,-0.438
1990,1,5,0.332,0.277,0.337,0.529,1.052,0.75,0.897,0.107,0.157,0.204,-0.616,-0.314,-1.299,-1.424,-1.782,-1.312,-1.567
1990,1,6,0,0.178,-0.016,0.102,0.647,0.192,0.074,-0.41,-0.283,-0.773,-2.149,-2.88,-3.209,-2.238,-2.102,-1.14,-1.189
1990,1,7,0.176,0.384,0.204,0.105,-0.114,-0.35,-0.228,-0.979,-1.179,-1.165,-2.656,-3.397,-2.256,-1.526,-2.085,-0.749,-2.423
1990,1,8,0.848,0.932,0.463,0.337,0.013,-0.106,0.019,-0.15,-0.782,-0.533,-0.795,-1.382,-1.507,-1.42,-0.795,0.269,-0.999
1990,1,9,-0.036,0.351,0.382,0.458,0.331,0.209,0.181,-0.118,-0.359,-1.078,-1.844,-2.998,-3.641,-3.654,-4.614,-1.019,-1.195
1990,1,10,-0.475,-0.027,-0.039,-0.061,-0.163,-0.237,0.163,-0.118,0.001,0.306,0.356,0.491,1.668,1.033,1.073,1.457,0.696
1990,1,11,-0.296,0.095,-0.242,-0.448,-0.664,-1.079,-0.598,-0.715,-0.863,-0.385,-0.06,-0.072,0.275,0.315,0.349,0.224,-0.803
1990,1,12,-0.381,0.111,-0.029,-0.515,-0.979,-1.637,-1.901,-1.305,-1.645,-1.966,-1.06,-0.595,-0.279,-0.307,-0.137,0.235,-0.072
1990,1,13,-0.39,-0.083,-0.474,-0.217,-0.487,-0.746,-0.861,-0.409,-0.53,-0.665,0.082,-0.203,0.258,-0.09,-0.318,0.066,-0.139
1990,1,14,-0.084,0.175,0.167,0.338,0.252,0.479,0.658,1.323,1.675,1.798,1.857,1.766,1.867,0.803,0.71,0.441,0.284
1990,1,15,0.471,0.638,0.543,0.64,1.224,1.576,1.358,1.353,2.235,1.985,1.377,1.218,0.881,0.211,0.491,0.37,0.149
1990,1,16,0.241,0.467,0.546,0.631,0.887,1.029,0.876,1.361,2.316,1.887,1.109,1.269,0.991,0.47,0.83,0.585,0.647
1990,1,17,0.138,0.468,1.164,1.039,1.106,1.053,1.004,1.025,2.064,2.126,1.727,1.78,1.245,0.36,0.716,0.175,0.292
1990,1,18,-0.043,0.454,0.353,0.085,0.472,0.38,0.681,0.2,0.693,0.522,0.303,0.581,0.281,0.037,0.271,0.14,0.304
1990,1,19,-0.497,0.031,-0.038,-0.474,-0.207,-0.529,-0.308,-0.874,-0.833,-1.143,-0.786,-0.547,-0.472,-0.474,-0.254,-0.2,-0.346
1990,1,20,-0.81,-0.005,-0.247,-0.978,-0.56,-0.96,-0.236,-0.504,-0.196,0.184,0.295,0.501,0.485,0.183,0.084,0.135,-0.265
1990,1,21,-0.431,-0.028,0.155,-0.262,0.011,0.025,0.287,0.038,0.37,0.428,0.212,0.196,0.289,-0.043,0.018,0.167,-0.207
1990,1,22,-0.266,-0.162,0.456,-0.003,0.102,0.376,0.662,0.647,1.028,1.096,0.667,0.786,0.128,-0.118,-0.466,-0.214,-0.092
1990,1,23,-0.042,-0.079,0.193,0.187,0.522,0.613,0.979,1.489,2.244,2.073,1.247,1.28,0.771,0.356,0.467,0.628,0.737
1990,1,24,0.073,0.017,0.506,-0.157,0.326,0.192,0.375,0.429,0.714,1.066,0.634,0.855,0.518,0.104,0.159,-0.133,-0.279
1990,1,25,0.016,-0.006,0.313,-0.285,-0.334,-0.544,-0.359,-0.361,-0.595,-0.122,-0.357,-0.122,-0.35,-0.371,-0.198,-0.265,-0.163
1990,1,26,0.345,0.255,0.445,1.104,1.901,2.097,1.987,2.256,1.917,1.707,0.721,1.017,0.739,0.14,0.177,0.212,0.339
1990,1,27,0.825,0.608,0.795,1.107,1.831,2.159,1.796,1.677,2.056,1.156,0.104,0.221,-0.031,-0.334,-0.765,-0.381,-0.07
1990,1,28,0.165,0.171,0.17,0.161,0.024,-0.002,0.353,0.078,0.608,0.515,-0.375,-0.161,-0.815,-1.274,-1.932,-1.117,-0.861
1990,1,29,0.246,0.045,0.271,0.777,1.202,1.173,0.695,0.243,-0.01,0.1,-0.824,-0.739,-1.134,-1.404,-1.543,-0.642,-0.265
1990,1,30,0.458,0.604,0.365,0.715,1.036,0.506,0.331,0.814,1.316,0.984,-0.145,0.133,0.244,0.577,0.134,1.645,-0.338
1990,1,31,1.12,1.192,1.903,1.534,1.975,1.337,0.998,0.781,1.116,0.949,-0.653,-1.099,-1.493,-1.5,-1.803,-1.253,-0.878
1990,2,1,1.277,1.763,3.131,2.654,2.251,1.913,1.2,1.501,2.329,2.313,0.816,1.192,1.455,0.935,0.574,1.269,-0.065
1990,2,2,0.942,1.44,1.959,1.095,1.596,1.723,0.907,0.332,0.727,0.647,-0.3,0.058,-0.842,-0.896,-0.725,-0.585,-1.175
1990,2,3,-0.224,-0.3,-0.031,-0.374,-0.274,-0.597,-0.649,-1.133,-1.265,-1.174,-1.956,-1.258,-1.43,-1.188,-1.868,-0.752,-1.798
1990,2,4,0.314,0.513,1.575,1.271,2.018,2.078,2.217,1.917,1.67,1.541,0.858,0.614,0.134,-0.083,-0.332,-0.508,-0.914
1990,2,5,0.423,0.465,0.979,0.438,1.03,0.879,0.87,0.234,0.809,0.592,-0.26,-0.039,-0.688,-0.582,-0.979,-0.112,-1.448
1990,2,6,-0.468,-0.109,0.203,0.024,0.619,0.614,1.231,0.731,1.139,1.111,0.164,0.663,-0.519,-0.387,0.135,0.736,0.562
1990,2,7,-0.388,0.031,0.845,0.956,1.82,1.596,2.18,0.971,0.821,1.076,-0.152,0.359,-0.168,-0.392,-0.464,0.024,0.019
1990,2,8,0.214,0.544,1.114,1.313,1.538,0.725,1.242,0.349,0.705,0.916,-0.071,0.339,-0.148,-0.012,0.375,0.383,0.298
1990,2,9,-0.252,0.001,0.477,0.466,0.331,-0.412,0.811,0.071,0.101,0.789,0.011,0.231,-0.421,-0.545,-0.56,-0.331,-0.647
1990,2,10,-0.342,-0.141,0.363,0.025,0.021,-0.53,0.831,0.441,0.204,0.774,0.067,0.23,-0.033,-0.263,-0.53,-0.304,-0.472
1990,2,11,-0.063,0.001,0.253,0.064,0.11,-0.254,0.363,0.904,1.111,1.762,1.187,1.604,0.616,0.27,0.728,0.65,0.77
1990,2,12,0.108,0.218,0.697,0.527,0.844,1.24,2.165,3.849,4.999,4.05,2.573,1.971,1.286,0.363,0.901,0.411,0.73
1990,2,13,0.213,0.182,0.822,1.89,2.564,2.761,2.716,3.276,4.086,4.074,2.63,2.744,2.483,1.183,1.458,0.784,1.413
1990,2,14,2.235,2.751,3.85,3.116,3.279,3.631,2.937,3.183,4.32,3.263,2.289,1.642,1.08,0.189,0.84,0.079,0.178
1990,2,15,-0.445,-0.123,0.21,0.153,0.186,-0.318,0.763,0.309,1.589,0.681,-0.243,-0.362,-0.466,-0.679,-0.636,-0.113,0.575
1990,2,16,-0.481,-0.206,-0.523,-0.583,-0.921,-2.489,-1.232,-0.982,0.172,0.693,0.025,0.058,0.246,-0.222,-0.207,-0.047,0.348
1990,2,17,-0.654,-0.262,0.061,-0.072,0.209,-1.259,-0.152,0.083,0.052,0.037,0.059,-0.148,0.168,-0.134,0.025,0.289,0.108
1990,2,18,-0.501,0.124,0.548,0.857,0.491,0.239,0.184,-0.22,0.201,0.753,0.597,0.106,0.191,-0.058,0.038,0.09,0.113
1990,2,19,0.742,0.791,0.973,0.72,0.384,0.39,-0.162,-0.306,-0.201,0.169,0.124,-0.232,0.117,-0.355,-0.982,-0.691,-0.859
1990,2,20,-0.051,-0.44,0.201,-0.054,-0.079,-0.717,-0.864,-0.581,-0.483,-0.519,-0.381,-0.745,-1.11,-1.031,-1.932,-0.45,-1.502
1990,2,21,0.109,-0.264,-0.227,-0.003,0.237,-0.202,-0.618,-0.277,0.481,0.369,0.126,0.288,0.43,0.13,0.072,0.631,0.019
1990,2,22,-0.353,-0.23,-0.298,-0.173,0.033,-0.328,-0.637,-0.06,0.465,0.625,0.372,0.236,0.439,0.178,0.233,0.642,0.438
1990,2,23,-0.231,-0.014,-0.306,-0.25,-0.028,-0.078,-0.571,-0.273,-0.172,0.187,-0.043,-0.047,-0.077,-0.121,-0.095,-0.203,-0.228
1990,2,24,-0.292,0.043,-0.163,-0.186,0.049,0.324,-0.228,0.09,0.458,0.732,0.358,0.788,0.679,0.03,-0.037,0.051,-0.195
1990,2,25,-0.136,0.058,-0.561,-0.105,0.133,0.585,0.25,0.303,0.677,0.732,0.397,0.768,1.057,0.511,0.628,0.539,0.368
1990,2,26,0.035,0.03,-0.118,0.196,0.733,0.849,0.183,0.09,0.309,0.524,0.074,0.004,0.311,0.082,0.146,-0.27,-0.261
1990,2,27,0.163,0.473,0.152,0.456,0.467,0.226,-0.354,0.229,0.529,0.583,0.171,0.13,0.009,0.118,0.195,0.259,-0.115
1990,2,28,0.336,0.673,0.206,0.173,0.399,-0.036,-0.379,0.121,0.383,0.43,0,0.424,0.232,0.019,0.108,0.257,0.253
1990,3,1,0.198,0.288,0.248,0.105,0.209,0.096,-0.515,-0.185,0.315,0.405,-0.116,0.319,0.305,0.124,0.2,0.079,0.147
1990,3,2,0.219,0.446,0.164,0.094,0.066,-0.05,-0.527,-0.483,-0.538,-0.434,-0.436,-0.062,-0.051,-0.137,-0.086,-0.092,-0.076
1990,3,3,0.704,0.349,0.395,0.127,0.084,0.071,-0.357,-0.065,-0.202,-0.402,-0.51,-0.798,-0.779,-0.697,-0.714,-0.421,-0.798
1990,3,4,0.615,0.483,0.491,0.56,0.407,0.572,0.105,0.458,1.021,0.644,0.147,0.218,0.622,0.065,-0.094,0.329,-0.305
1990,3,5,1.575,1.455,2.239,1.879,1.861,2.252,1.315,1.96,2.99,1.921,0.922,1.025,1.13,0.254,0.469,0.416,0.009
1990,3,6,0.273,0.487,0.441,0.421,1.03,1.387,0.786,0.888,1.95,1.179,0.392,0.496,0.334,-0.153,-0.251,-0.007,-0.469
1990,3,7,-0.157,-0.036,0.099,-0.025,0.355,0.094,-0.006,-0.169,1.201,0.995,0.48,1.142,0.86,0.501,0.589,0.382,0.716
1990,3,8,-0.057,-0.052,0.223,0.714,1.579,1.891,1.778,2.426,3.796,2.131,0.735,0.98,0.045,-0.546,-0.452,-0.45,-0.104
1990,3,9,0.264,0.098,-0.013,0.489,0.98,1.466,1.125,0.896,1.68,0.622,-0.261,-0.51,-1.247,-1.275,-2.237,-1.591,-2.223
1990,3,10,-0.024,0.005,0.3,0.404,0.286,-0.016,0.078,-0.218,0.758,0.705,0.278,0.362,0.269,0.368,0.309,1.291,0.233
1990,3,11,0.875,0.8,1.344,1.324,1.234,1.505,1.317,1.526,2.224,1.2,0.744,0.92,0.427,0.091,0.217,0.39,-0.056
1990,3,12,0.556,0.426,1.373,1.011,0.896,0.852,0.668,0.903,1.989,1.171,0.681,1.052,0.646,0.37,0.406,0.26,0.362
1990,3,13,1.116,1.142,1.221,0.621,0.814,1.008,0.442,0.093,1.126,0.55,-0.211,-0.138,-0.621,-0.972,-1.386,-1.463,-1.626
1990,3,14,0.119,0.17,0.361,0.176,0.811,0.459,-0.21,-0.293,0.055,-0.08,-0.303,-0.332,-0.467,-0.122,-0.148,0.821,-0.295
1990,3,15,-0.366,0.009,0.494,-0.184,0.608,0.534,-0.195,-0.518,-0.008,-0.186,-0.198,0.131,-0.08,-0.061,0.303,0.372,0.011
1990,3,16,-0.692,-0.252,0.352,-0.604,-0.011,-0.161,-0.531,-0.477,-0.122,-0.355,-0.514,-0.012,0.007,-0.007,-0.166,0.054,0.145
1990,3,17,-0.307,-0.347,0.336,-0.269,0.188,0.266,-0.308,-0.335,-0.274,-0.368,-0.333,-0.323,-0.591,-0.418,-0.363,-0.136,-0.601
1990,3,18,0.086,0.088,0.632,-0.102,0.576,0.667,0.244,0.33,0.559,0.422,0.111,0.223,0.164,0.092,0.099,0.204,-0.248
1990,3,19,0.232,-0.045,0.132,-0.292,0.035,-0.13,0.237,-0.102,0.719,0.457,0.161,0.346,0.348,-0.092,-0.095,0.148,-0.039
1990,3,20,-0.065,-0.193,-0.229,0.281,0.765,0.594,0.697,-0.185,0.261,0.407,0.155,0.484,0.516,0.16,0.281,0.319,0.086
1990,3,21,-0.007,-0.097,-0.264,0.587,1.062,0.784,0.734,-0.08,0.079,-0.012,-0.43,-0.232,0.261,0.065,0.353,0.232,0.396
1990,3,22,0.17,0.131,0.032,0.585,1.075,0.964,0.657,0.117,0.529,0.198,-0.275,-0.195,-0.121,-0.303,-0.367,-0.021,-0.185
1990,3,23,0.229,0.301,0.12,0.718,1.72,1.983,1.567,1.306,2.33,1.483,1.018,1.225,1.145,0.411,0.607,0.354,0.101
1990,3,24,0.381,0.33,0.286,0.331,1.25,1.543,1.526,1.338,2.419,1.263,0.796,0.98,1.096,0.5,0.711,0.438,0.392
1990,3,25,0.196,0.283,0.209,0.327,0.843,1.14,1.231,0.987,1.916,0.824,0.421,0.525,0.566,0.097,0.269,0.171,0.251
1990,3,26,0.276,0.224,0.078,0.246,0.745,0.971,1.504,1.129,2.263,0.812,-0.008,0.119,0.139,-0.013,0.193,0.254,0.083
1990,3,27,0.247,0.198,0.017,-0.281,-0.1,0.203,0.167,0.729,1.823,1.214,1.168,1.252,1.263,0.863,0.957,0.42,0.354
1990,3,28,0.301,0.252,0.494,0.111,0.119,-0.06,-0.074,0.184,1.065,0.824,1.271,1.734,1.432,0.579,0.557,0.224,0.333
1990,3,29,0.499,0.262,0.352,0.059,-0.131,-0.166,-0.13,0.503,1.915,1.915,1.992,2.274,1.542,0.527,0.78,0.364,0.166
1990,3,30,0.074,0.152,-0.027,-0.287,-0.391,-0.457,-0.444,0.052,1.045,0.848,1.291,1.762,2.172,1.159,1.159,0.445,0.403
1990,3,31,0.067,0.027,0.221,-0.039,0.427,0.075,-0.051,0.286,1.162,0.855,0.561,0.686,0.638,0.161,0.595,0.203,0.261
1990,4,1,0.158,-0.026,0.107,-0.089,0.335,0.419,0.135,0.444,1.348,0.675,0.444,0.537,0.667,-0.013,0.26,0.148,0.09
1990,4,2,0.029,-0.016,-0.027,-0.254,-0.084,-0.017,-0.262,-0.026,0.781,0.411,0.15,0.495,0.672,0.302,0.445,0.335,0.213
1990,4,3,-0.248,-0.211,-0.036,-0.236,-0.355,-0.211,-0.42,0.004,0.876,0.772,0.523,0.775,1.196,0.659,1.07,0.682,0.555
1990,4,4,-0.049,-0.283,-0.251,-0.258,-0.223,-0.154,-0.146,0.006,0.476,1.071,0.541,1.51,1.761,0.987,1.485,0.911,0.827
1990,4,5,0.352,0.205,0.172,-0.048,-0.019,-0.022,0.034,0.045,0.451,1.091,0.72,1.362,1.382,0.528,0.919,0.524,0.806
1990,4,6,0.629,0.277,0.285,0.082,0.085,0.038,0.038,0.021,0.139,0.833,0.384,1.048,1.232,0.451,0.641,0.226,0.3
1990,4,7,0.821,0.431,0.304,0.149,-0.032,-0.078,0.005,0.009,0.171,0.515,0.049,0.62,0.744,0.095,0.492,0.247,0.182
1990,4,8,0.852,0.554,0.417,0.202,-0.048,0.02,0.021,0.237,0.055,1.049,-0.631,0.34,0.343,-0.283,-0.017,0.044,-0.017
1990,4,9,0.918,0.38,0.27,0.33,0.62,0.586,0.309,0.378,0.232,0.711,-0.501,0.089,0.19,-0.183,-0.008,-0.029,-0.175
1990,4,10,0.389,0.308,0.094,0.171,0.557,0.365,0.015,-0.086,-0.349,0.222,-0.563,0.041,-0.037,-0.218,0.107,-0.099,-0.107
1990,4,11,0.716,0.557,0.555,0.685,1.483,0.951,0.055,0.039,-0.265,0.106,-0.467,0.147,0.21,-0.257,-0.07,-0.173,-0.261
1990,4,12,0.327,0.351,0.468,0.7,1.498,1.329,1.254,1.631,2.368,1.82,0.643,0.888,0.416,0.042,0.052,-0.054,-0.079
1990,4,13,-0.126,0.144,0.063,-0.156,0.038,0.122,0.544,0.668,1.553,1.48,0.42,0.575,0.109,-0.109,0.064,-0.126,-0.263
1990,4,14,-0.099,-0.024,-0.017,-0.27,-0.411,-0.24,0.202,0.374,0.965,1.306,0.872,1.003,0.982,0.673,0.958,0.681,0.657
1990,4,15,-0.032,0.014,0.019,-0.236,-0.507,-0.454,-0.131,0.141,0.323,0.667,0.404,0.5,0.392,0.189,0.497,0.298,0.325
1990,4,16,-0.366,-0.115,-0.111,-0.166,-0.435,-0.432,-0.221,0.134,0.351,0.617,0.22,0.131,0.023,-0.196,-0.192,-0.179,-0.298
1990,4,17,-0.295,-0.147,-0.228,0.01,0.341,0.293,0.152,0.824,1.474,1.574,0.919,1.002,0.786,0.222,0.141,0.082,-0.041
1990,4,18,0.115,0.272,0.364,0.491,0.853,0.72,0.421,1.006,1.552,1.158,0.369,0.492,0.204,-0.093,0.084,-0.094,-0.221
1990,4,19,0.124,0.377,0.367,0.214,0.391,0.249,-0.02,0.137,0.328,0.384,-0.116,-0.013,-0.233,-0.421,-0.323,-0.327,-0.42
1990,4,20,0.28,0.174,0.221,0.395,0.552,0.375,0.081,0.267,0.685,1.019,0.683,0.969,0.819,0.275,0.348,0.224,0.167
1990,4,21,0.385,0.515,0.554,0.543,0.831,0.755,0.691,1.21,2.358,1.965,1.011,0.812,0.485,0.056,0.101,0.001,-0.111
1990,4,22,0.354,0.519,0.634,0.73,0.925,0.517,0.299,0.311,0.674,0.21,-0.711,-0.649,-0.598,-0.784,-0.851,-0.587,-0.529
1990,4,23,0.455,0.613,0.751,0.955,0.501,0.294,0.308,0.619,1.262,1.245,0.756,0.947,0.72,0.161,0.171,0.296,0.546
1990,4,24,0.653,1.085,1.617,1.843,2.69,2.881,2.785,2.687,3.801,2.6,1.326,0.942,0.543,0.096,0.212,0.118,0.08
1990,4,25,-0.074,0.293,0.44,0.748,1.682,1.876,2.028,1.515,2.752,1.504,0.415,0.506,0.235,-0.136,-0.071,-0.152,-0.094
1990,4,26,-0.626,-0.051,0.067,0.555,2.242,2.027,2.147,1.483,3.667,2.627,1.154,0.849,0.475,-0.004,0.136,0.083,-0.034
1990,4,27,-0.561,-0.11,0.045,0.059,1.333,0.897,1.73,1.27,2.511,1.369,0.013,0.019,-0.397,-0.372,0.027,0.094,0.019
1990,4,28,-0.205,-0.356,0.364,0.227,1.523,1.266,1.727,0.495,2.424,1.181,0.594,0.784,0.409,0.029,0.209,0.478,0.962
1990,4,29,-0.014,-0.185,0.643,1.405,2.35,1.929,2.784,2.37,4.483,2.924,1.949,1.917,1.144,0.316,0.174,0.039,0.049
1990,4,30,0.645,0.145,1.175,1.127,1.02,0.753,1.716,0.594,2.479,1.774,1.684,1.896,1.482,0.624,0.704,0.322,0.086
1990,5,1,0.544,0.149,0.377,0.025,-0.051,-1.006,0.324,-0.151,0.724,1.468,1.67,2.076,1.71,0.611,0.581,0.217,0.047
1990,5,2,0.066,-0.211,0.07,0.297,0.364,-0.361,0.607,0.778,2.489,2.75,1.611,1.141,0.936,0.072,0.271,0.074,0.093
1990,5,3,-0.04,-0.09,-0.141,0.136,0.251,-0.15,0.544,0.277,0.761,1.055,0.435,0.01,-0.035,-0.423,-0.252,-0.158,-0.187
1990,5,4,0.444,0.256,0.313,0.296,0.155,-0.229,0.021,-0.328,-0.259,0.553,0.373,0.062,0.723,0.414,0.45,0.22,0.017
1990,5,5,0.497,0.412,0.27,0.362,0.499,0.409,0.425,0.758,1.569,2.638,2.687,2.447,2.418,1.291,1.102,0.702,0.619
1990,5,6,0.393,0.066,0.185,0.698,1.329,1.365,1.525,2.076,4.943,4.827,5.142,4.764,3.298,1.617,1.252,0.605,0.719
1990,5,7,0.303,0.162,0.101,0.269,0.9,1.295,1.878,2.472,4.758,3.943,3.544,2.702,2.068,0.685,0.894,0.536,0.927
1990,5,8,0.276,-0.006,0.042,-0.08,0.105,0.004,0.543,0.757,2.241,2.005,2.425,2.23,2.037,0.543,0.501,0.076,0.062
1990,5,9,0.336,0.206,0.081,0.066,-0.047,-0.224,0.224,0.028,0.519,0.228,0.843,1.137,1.758,0.945,1.535,0.915,0.685
1990,5,10,0.841,0.407,0.581,0.534,0.274,-0.03,0.233,0.076,1.463,0.476,1.112,0.472,1.38,0.648,0.713,0.479,0.825
1990,5,11,0.751,0.518,0.743,0.838,1.663,1.842,1.597,2.21,3.88,2.092,1.54,0.982,1.374,0.618,0.562,0.434,0.419
1990,5,12,0.366,0.318,0.429,0.822,1.53,1.809,1.369,1.751,3.549,2.193,1.621,1.87,1.829,0.744,0.819,0.639,0.44
1990,5,13,0.192,0.159,0.241,0.619,1.097,1.351,1.651,2.053,4.578,3.856,3.166,3.053,2.369,0.801,1.049,0.689,0.594
1990,5,14,0.303,0.181,0.382,0.423,0.561,0.425,1.02,2.271,4.512,3.757,2.063,2.672,2.055,0.637,0.892,0.548,0.591
1990,5,15,0.694,0.464,0.663,0.664,0.746,0.384,0.532,0.722,3.01,3.075,1.971,2.006,1.782,0.303,0.594,0.266,0.371
1990,5,16,0.465,0.272,0.229,0.319,0.388,0.35,0.536,0.899,1.905,1.669,0.707,1.148,1.373,0.41,0.625,0.174,0.153
1990,5,17,0.477,0.406,0.438,0.577,0.908,0.78,0.855,1.439,2.754,2.302,1.762,2.073,1.634,0.475,0.638,0.322,0.333
1990,5,18,0.637,0.56,0.711,1.105,1.54,1.216,0.922,1.544,3.099,2.235,0.452,1.24,0.98,0.206,0.39,0.232,0.137
1990,5,19,0.664,0.572,0.638,0.888,1.32,0.787,0.009,-0.605,-0.393,-0.769,-2.041,-1.672,-1.133,-1.085,-0.76,-0.509,-0.447
1990,5,20,0.784,0.773,0.757,0.299,0.12,-0.313,-0.784,-0.926,-0.787,-0.298,-0.918,-1.136,-1.281,-1.051,-0.884,-0.63,-0.799
1990,5,21,0.718,0.599,0.61,0.216,0.08,-0.038,-0.515,-0.743,-1.076,-1.715,-1.584,-1.197,-0.897,-0.864,-0.784,-0.376,-0.535
1990,5,22,0.824,0.767,0.703,0.1,0.161,-0.204,-0.208,-0.315,0.166,0.173,0.176,0.19,0.295,-0.166,-0.122,-0.206,-0.265
1990,5,23,0.676,0.553,0.665,0.319,0.291,0.169,0.031,0.172,0.543,0.451,0.474,0.453,0.672,0.156,0.37,0.114,0.004
1990,5,24,0.764,0.718,0.948,0.715,1.079,1.138,0.447,0.546,0.823,0.542,0.347,0.356,0.267,-0.137,0.069,0.053,-0.113
1990,5,25,0.378,0.318,0.485,0.627,1.139,1.15,0.38,0.206,0.382,0.17,0.098,0.139,0.04,-0.216,0.047,-0.017,-0.214
1990,5,26,0.624,0.269,0.268,0.25,0.136,-0.162,0.108,-0.593,-1.152,-1.976,-1.993,-1.61,-1.702,-1.13,-0.764,-0.65,-0.539
1990,5,27,0.476,0.191,0.305,-0.157,-0.194,-0.762,-0.507,-0.561,-0.921,-1.249,-1.359,-0.954,-0.789,-0.766,-0.619,-0.558,-0.779
1990,5,28,0.052,0.136,0.534,0.638,0.584,0.814,1.169,1.121,1.063,0.475,0.108,0.07,-0.202,-0.433,-0.242,-0.183,-0.487
1990,5,29,0.397,0.446,0.672,0.428,0.36,0.376,0.309,0.379,0.278,-0.02,-0.616,-0.713,-0.944,-0.889,-0.85,-0.671,-0.755
1990,5,30,1.238,0.644,0.485,0.229,0.013,-0.543,-0.622,-0.536,-0.486,-0.662,-0.971,-0.733,-0.848,-0.887,-1.013,-0.711,-0.991
1990,5,31,0.929,0.582,1.074,0.756,0.481,0.312,0.306,0.176,0.543,0.504,0.498,0.382,0.076,-0.206,-0.201,-0.175,-0.634
1990,6,1,0.882,0.646,0.557,0.891,1.368,1.049,0.559,0.384,0.406,0.27,0.047,0.045,-0.251,-0.512,-0.607,-0.601,-0.874
1990,6,2,0.216,0.223,0.415,0.534,1.341,0.978,0.442,0.33,0.445,0.362,0.039,-0.258,-0.787,-0.701,-0.671,-0.491,-1.229
1990,6,3,0.279,0.22,0.249,0.766,0.948,0.604,0.286,-0.035,0.153,0.251,-0.079,0.022,-0.181,-0.162,-0.337,-0.411,-0.735
1990,6,4,0.312,0.192,0.171,1.327,2.378,2.514,1.194,1.403,1.515,0.67,0.074,0.245,0.013,-0.219,-0.168,-0.044,-0.256
1990,6,5,0.285,0.247,0.479,1.296,1.733,2.038,1.144,1.193,1.436,0.727,0.012,-0.021,-0.442,-0.414,-0.244,-0.106,-0.252
1990,6,6,0.213,0.156,0.332,0.954,1.295,0.971,0.3,-0.201,0.115,0.253,-0.125,0.029,-0.289,-0.316,-0.332,-0.256,-0.644
1990,6,7,0.463,0.258,0.58,1.201,1.944,1.507,1.311,1.235,1.405,0.677,0.044,0.241,-0.012,-0.042,0.058,-0.008,-0.318
1990,6,8,0,0.024,0.02,-0.161,0.838,0.994,2.038,2.435,2.454,0.914,0.235,0.324,-0.067,-0.147,-0.069,-0.061,-0.366
1990,6,9,-0.192,-0.053,-0.073,-0.475,0.261,-0.052,1.029,1.187,1.985,1.338,0.719,0.808,0.537,0.345,0.532,0.424,0.17
1990,6,10,-0.23,-0.022,0.015,-0.226,0.551,0.469,0.832,0.93,1.852,1.164,0.652,0.489,0.169,0.055,0.329,0.215,0.145
1990,6,11,0.377,0.234,0.371,0.25,1.159,1.171,1.432,1.783,3.034,1.891,1.107,0.846,0.284,0.081,-0.032,0.038,0.099
1990,6,12,0.355,0.33,0.278,0.53,1.454,1.774,1.884,2.351,3.557,2.115,0.961,0.984,0.441,0.097,0.081,0.335,0.606
1990,6,13,0.243,0.024,0.261,0.354,0.604,0.653,1.414,2.025,3.636,2.464,1.178,1.477,0.762,0.368,0.322,0.233,-0.06
1990,6,14,0.315,0.245,0.29,-0.395,-0.777,-1.394,-0.443,-0.338,0.775,0.873,0.686,1.345,1.308,0.918,1.066,0.712,0.534
1990,6,15,0.689,0.5,0.538,0.044,-0.244,-0.852,-0.298,0.094,0.841,1.83,1.378,1.726,1.319,0.623,0.694,0.324,0.342
