year,month,day,31N,32N,33N,34N,35N,36N,37N,38N,39N,40N,41N,42N,43N,44N,45N,46N,47N
2015,2,5,0.005,-0.095,0.132,-0.127,0.095,-0.346,-0.52,-0.309,-0.806,-1.972,-2.442,-3.182,-3.176,-1.81,-2.226,-1.395,-0.982
2015,2,6,0.187,0.176,-0.296,0.084,-0.501,-0.861,-2.172,-2.457,-4.077,-4.492,-7.431,-6.042,-5.422,-5.082,-4.663,-3.855,-2.797
2015,2,7,-0.092,0.07,0.08,-0.333,-0.983,-1.091,-2.266,-2.548,-2.623,-2.495,-3.851,-3.575,-2.106,-2.457,-3.064,-1.263,-1.821
2015,2,8,0.779,0.185,-0.062,-0.291,-0.927,-0.938,-1.371,-1.242,-1.17,-2.146,-2.128,-2.111,-1.063,-0.839,-1.08,-0.124,-0.617
2015,2,9,1.239,0.951,0.445,-0.193,-0.065,-0.298,-0.964,-0.692,-0.794,-1.73,-1.68,-2.476,-1.473,-0.667,-0.996,-0.475,-0.574
2015,2,10,1.148,1.116,0.624,0.616,0.331,0.264,-0.077,0.367,0.102,-0.133,-0.229,-0.779,0.343,-0.629,-0.606,-0.11,-0.017
2015,2,11,0.596,0.462,0.116,0.445,0.722,0.901,0.845,0.646,-0.001,0.255,0.219,-0.301,1.103,0.109,0.001,0.358,0.202
2015,2,12,0.063,0.314,0.234,-0.101,0.124,0.156,0.654,-0.353,0.789,-0.299,-0.104,-0.041,0.499,-0.531,-0.085,-0.414,0.214
2015,2,13,0.034,0.272,0.118,0.131,-0.017,0.164,0.4,-0,0.248,-0.252,0.798,-0.424,0.113,-0.107,-0.176,-0.531,-0.027
2015,2,14,0.101,-0.015,-0.157,0.081,-0.186,0.324,0.123,0.873,0.34,0.4,0.796,-0.188,0.658,0.424,0.267,-0.351,-0.055
2015,2,15,0.111,0.204,-0.06,-0.188,-0.194,0.354,0.102,0.388,0.651,1.311,1.032,1.182,1.575,0.284,0.152,0.829,0.588
2015,2,16,-0.055,0.024,0.133,0.052,0.172,0.151,0.014,-0.21,0.53,0.019,0.284,1.065,1.239,-0.071,0.656,0.571,0.035
2015,2,17,0.268,0.108,-0.026,0.425,0.233,0.427,0.048,-0.142,0.38,-0.166,0.347,-0.273,0.256,0.278,0.425,0.206,-0.207
2015,2,18,0.673,0.309,-0.003,0.367,0.634,0.607,0.335,0.599,-0.196,0.589,0.317,-0.017,-0.357,-0.228,0.076,-0.633,0.521
2015,2,19,0.586,0.313,0.199,0.393,0.931,1.081,0.421,0.587,1.38,0.527,0.296,0.417,0.717,-0.326,0.127,0.002,-0.151
2015,2,20,-0.186,0.159,0.099,0.634,1.142,1.057,0.644,0.748,1.1,2.152,1.365,2.238,1.165,0.253,0.366,-0.06,0.236
2015,2,21,0.524,-0.06,-0.29,0.137,0.328,0.105,0.235,0.472,1.092,1.591,1.388,2.583,2.309,0.79,0.541,0.196,0.461
2015,2,22,0.166,0.185,0.375,-0.539,0.241,-0.722,0.171,0.178,1.139,1.406,1.916,1.693,1.546,0.499,0.681,0.566,1.082
2015,2,23,0.28,-0.006,0.292,0.412,0.656,0.356,0.37,-0.429,0.656,0.296,1.174,0.277,1.885,0.329,0.335,-0.267,0.042
2015,2,24,0.358,0.325,0.289,0.687,0.696,0.852,0.823,0.592,-0.307,-1.085,-0.14,-1.199,0.599,-0.084,-0.25,0.076,-0.13
2015,2,25,0.808,0.614,0.161,0.694,0.893,0.875,0.694,1.446,1.018,0.156,1.362,-1.42,-0.368,-1.867,-0.897,-0.578,-0.274
2015,2,26,0.477,0.254,0.14,0.625,1.562,1.259,1.06,1.287,2.742,2.766,1.87,1.625,1.032,0.937,-1.433,0.396,-0.749
2015,2,27,0.328,0.175,0.021,0.805,1.991,1.587,1.781,2.174,3.006,2.552,1.585,1.005,1.119,1.012,0.174,1.014,0.043
2015,2,28,-0.187,0.16,0.55,1.014,1.734,1.329,1.059,1.761,2.165,1.3,0.928,1.426,0.886,0.737,0.86,1.435,0.798
2015,3,1,-0.323,0.057,0.379,0.196,0.032,0.281,0.155,-0.291,1.439,1.353,0.867,1.968,1.848,0.952,0.977,0.777,0.851
2015,3,2,-0.284,-0.111,0.122,-0.049,0.046,-0.056,0.06,0.217,1.172,1.921,1.809,2.266,1.785,0.553,0.853,0.093,0.622
2015,3,3,-0.265,-0.192,-0.065,-0.12,0.245,-0.132,0.079,0.584,1.494,1.695,2.598,1.997,1.372,-0.191,0.885,-0.09,0.289
2015,3,4,-0.233,-0.007,0.117,-0.291,0.381,-0.208,0.339,-0.086,0.531,0.63,1.235,1.18,1.156,0.063,0.057,-0.076,0.126
2015,3,5,0.6,0.362,0.072,-0.142,0.256,-0.147,-0.091,-0.4,-0,-0.422,0.261,-0.343,0.69,-0.536,0.091,0.064,0.099
2015,3,6,0.698,0.502,0.122,-0.181,0.083,0.249,-0.016,-0.309,-0.123,-0.562,-0.105,-0.591,-0.38,-0.02,-0.192,0.256,-0.048
2015,3,7,0.544,0.467,0.183,-0.099,0.361,0.064,0.159,0.175,0.019,-0.39,0.18,-0.411,-0.468,-0.643,-0.03,0.169,-0.175
2015,3,8,0.155,0.189,0.075,0.051,0.375,0.318,0.331,0.106,0.175,0.435,0.647,-0.19,0.402,0.511,-0.623,-0.025,-0.063
2015,3,9,0.017,-0.084,0.034,0.524,0.833,0.579,0.484,0.218,0.451,-0.014,0.228,0.315,0.96,0.549,-0.038,0.025,-0.172
2015,3,10,0.503,0.302,-0.175,0.271,0.297,0.499,0.251,0.457,0.085,0.223,0.135,-0.169,-0.194,0.154,0.023,0.536,-0.19
2015,3,11,0.072,0.206,0.147,-0.18,-0.027,0.3,0.124,0.065,0.245,-0.085,-0.119,-0.424,-0.148,0.408,-0.405,-0.611,-0.531
2015,3,12,0.277,0.248,0.072,0.247,0.287,0.082,-0.039,0.407,0.232,-0.067,-0.311,-0.464,-0.668,-0.45,-0.756,-0.519,-0.798
2015,3,13,0.481,0.336,0.278,0.023,0.469,0.195,0.245,-0.022,0.16,0.378,0.169,0.039,0.304,0.409,0.088,0.461,-0.04
2015,3,14,0.367,0.286,-0.012,-0.139,0.196,0.303,-0.329,0.074,0.18,0.161,-0.246,-0.132,-0.033,0.049,0.161,-0.059,0.109
2015,3,15,0.036,0.137,0.072,-0.038,-0.119,0.037,-0.239,-0.453,-0.013,-0.036,-0.545,-1.089,-1.957,-0.603,-0.235,-0.022,0.169
2015,3,16,0.029,0.052,-0.048,0.1,-0.02,-0.002,0.289,0.057,-0.552,0.069,-0.308,0.105,0.055,0.375,0.262,0.196,-0.084
2015,3,17,-0.078,-0.057,0.019,0.357,0.875,0.91,0.491,0.582,0.338,0.089,-0.246,0.007,0.158,0.112,0.029,0.248,0.219
2015,3,18,0.087,0.008,-0.029,0.894,2.198,1.91,1.584,1.604,1.252,0.889,0.265,0.235,0.084,0.102,-0.062,0.04,-0.025
2015,3,19,0.145,0.043,0.17,0.673,1.819,1.308,1.197,1.351,2.011,1.144,0.513,0.409,0.453,0.187,0.19,0.005,-0.078
2015,3,20,0.256,0.065,-0.049,0.387,0.627,0.499,0.191,0.493,0.444,0.205,0.36,-0.074,-0.378,-0.198,-0.143,-0.129,-0.112
2015,3,21,0.123,0.119,0.047,0.385,0.495,0.757,0.19,0.043,0.15,-0.113,-0.29,-0.395,0.004,-0.679,-0.649,-0.766,-0.119
2015,3,22,0.378,0.212,0.152,0.626,0.834,0.585,-0.075,0.273,-0.018,0.264,-0.093,-0.446,-0.408,-0.757,-0.366,-0.337,-0.196
2015,3,23,1.251,0.619,0.685,0.88,0.75,0.412,0.027,-0.005,0.149,0.006,-0.184,-0.216,-0.517,-0.537,-0.325,-0.651,-0.529
2015,3,24,1.573,1.067,0.87,0.977,1.127,0.457,0.104,0.046,0.158,-0.002,-0.949,-0.745,-1.119,-0.953,-0.672,-0.271,-0.191
2015,3,25,0.817,0.454,0.445,1.286,1.737,1.287,0.416,0.201,0.12,0.116,-0.485,-0.508,-0.93,-0.921,-1.156,-0.462,-0.121
2015,3,26,0.729,0.194,0.049,0.627,1.043,1.074,0.638,0.619,0.615,0.224,-0.094,0.037,0.154,0.031,-0.122,-0.323,-0.427
2015,3,27,0.251,0.061,0.11,0.174,0.453,0.675,0.802,1.05,0.916,0.612,0.318,0.078,-0.076,0.008,0.077,0.178,-0.237
2015,3,28,0.346,0.089,0.03,0.386,1.14,1.552,1.396,1.827,1.852,1.398,0.446,0.131,-0.139,0.163,-0.192,-0.377,-0.355
2015,3,29,0.338,0.124,0.116,0.37,1.658,2.193,1.833,2.536,2.678,2.174,0.965,0.936,0.396,-0.084,-0.269,-0.157,-0.565
2015,3,30,0.411,0.22,0.024,0.223,1.22,1.225,1.044,2.233,1.772,1.776,0.666,0.773,0.39,-0.171,0.419,-0.395,-0.2
2015,3,31,0.579,0.234,0.029,0.712,1.531,2.349,1.638,1.712,1.692,0.852,0.471,0.306,0.071,0.05,-0.072,-0.221,0.343
2015,4,1,0.952,0.462,0.365,1.946,3.746,4.253,2.845,3.035,2.222,1.083,0.224,0.028,-0.082,0.168,-0.141,0.088,0.305
2015,4,2,1.185,0.464,0.949,2.598,3.926,3.761,3.264,3.177,3.045,2.276,1.073,0.418,0.394,-0.007,-0.079,0.112,0.238
2015,4,3,0.837,0.712,0.634,1.286,2.345,1.891,2.23,2.782,3.207,2.932,1.535,1.111,0.458,0.384,-0.04,0.052,-0.24
2015,4,4,0.101,0.311,0.13,0.734,2.198,1.666,2.074,1.827,1.787,1.321,0.46,0.372,0.135,-0.093,-0.089,-0.237,-0.405
2015,4,5,0.279,0.101,0.178,1.285,2.218,1.781,0.932,0.806,0.209,0.048,-0.038,-0.212,-0.191,-0.078,-0.568,-0.7,-0.711
2015,4,6,1.825,0.962,1.092,1.622,0.938,0.376,0.125,0.138,-0.233,-0.292,-0.741,-0.907,-0.717,-0.527,-0.824,-0.677,-0.743
2015,4,7,1.835,0.972,0.897,0.535,0.038,-0.169,-0.313,0.382,-0.236,-0.095,-0.68,-0.518,-0.128,-0.181,-0.146,-0.012,-0.239
2015,4,8,0.891,0.64,0.653,0.479,-0.011,0.243,-0.141,-0.043,0.07,0.132,-0.094,0.112,0.329,0.327,0.006,0.438,-0.04
2015,4,9,1.394,0.838,0.47,0.76,0.527,0.821,0.285,0.656,0.317,-0.167,-0.034,-0.058,0.092,0.175,0.18,0.386,0.048
2015,4,10,1.17,0.727,0.5,0.245,0.549,0.657,0.095,0.509,0.366,0.184,0.146,-0.123,-0.021,-0.154,-0.231,0.05,0.003
2015,4,11,1.142,0.567,0.56,0.924,0.832,0.659,0.425,0.471,0.467,0.01,0.127,0.162,0.352,-0.001,-0.301,-0.412,-0.072
2015,4,12,0.634,0.259,0.193,1.158,1.377,1.385,0.939,1.035,1.136,0.494,0.37,0.333,0.255,-0.01,-0.076,0.356,-0.018
2015,4,13,0.53,0.197,0.056,0.598,1.184,0.97,0.83,1.501,1.718,1.187,0.899,0.647,0.176,0.057,0.072,0.099,-0.132
2015,4,14,0.564,0.325,0.397,0.831,1.508,1.722,1.4,1.544,1.393,0.599,0.225,0.249,0.054,0.063,-0.001,0.074,0.065
2015,4,15,1.239,0.347,0.273,1.833,3.06,3.312,2.669,2.666,2.351,1.422,0.48,0.791,0.381,0.171,0.114,0.172,0.401
2015,4,16,0.33,0.413,0.074,0.391,1.007,1.332,1.524,2.087,2.582,2.758,2.737,2.833,1.195,0.655,0.6,0.352,0.346
2015,4,17,-0.324,-0.093,0.118,0.059,0.416,-0.239,0.086,0.436,1.259,1.517,2.292,3.044,2.259,1.593,1.359,0.83,0.703
2015,4,18,0.113,0.129,-0.191,0.323,0.271,0.338,0.083,0.624,0.861,1.896,2.813,3.068,2.453,1.749,1.628,1.225,1.057
2015,4,19,0.313,0.235,0.482,0.386,0.23,0.405,0.209,0.606,0.953,1.468,2.385,3.391,2.846,1.977,1.527,1.274,0.774
2015,4,20,0.488,0.44,0.246,0.744,0.382,0.553,-0.051,0.318,0.301,0.455,1.21,1.906,2.184,1.38,1.255,1.006,0.805
2015,4,21,0.389,0.132,0.332,0.481,0.3,0.48,-0.151,0.245,0.837,0.89,1.335,1.951,1.918,1.414,1.306,1.223,1.077
2015,4,22,0.424,0.312,0.293,0.018,0.036,0.127,0.315,1.702,3.54,4.883,4.568,4.131,2.559,1.727,1.315,1.068,1.509
2015,4,23,0.26,0.172,0.4,0.343,0.537,0.657,1.015,4.086,5.98,6.351,4.565,3.995,1.729,0.38,0.364,-0.116,0.3
2015,4,24,0.295,0.296,0.405,1.001,1.029,1.489,0.783,2.328,2.677,1.293,0.407,0.671,0.385,-0.233,0.136,-0.256,0.056
2015,4,25,0.97,0.626,0.852,1.479,0.97,1.227,0.283,1.173,-0.27,-0.037,-1.013,-0.256,0.1,-0.18,-0.095,-0.198,0.227
2015,4,26,1.445,0.942,1.812,2.055,1.414,1.216,0.064,0.694,0.319,0.283,-0.278,-0.778,0.038,-0.303,-0.148,-0.259,-0.069
2015,4,27,1.181,0.903,1.077,1.508,2.035,1.471,1.167,1.043,0.688,0.39,0.075,0.071,0.188,-0.197,-0.133,-0.442,-0.443
2015,4,28,0.471,0.282,0.152,0.388,1.731,1.126,0.978,1.294,1.439,0.417,0.179,-0.146,0.383,-0.074,0.144,0.059,0.012
2015,4,29,0.489,0.037,0.032,0.385,1.731,1.75,1.234,2.559,1.889,1.62,1.581,0.194,0.449,-0.072,-0.123,0.03,0.165
2015,4,30,0.354,0.412,0.175,0.294,1.359,1.385,1.433,2.175,3.627,4.095,2.56,2.586,1.405,-0.053,0.097,-0.061,-0.015
2015,5,1,0.099,0.236,0.221,0.243,0.096,-0.175,0.002,0.036,2.056,3.054,3.331,3.751,2.177,0.774,0.795,0.422,0.337
2015,5,2,0.197,0.259,0.188,0.249,-0.056,0.067,-0.207,-0.239,0.732,1.057,3.398,4.373,3.133,2.153,1.743,1.09,1.16
2015,5,3,0.29,0.35,0.412,0.3,0.161,-0.055,-0.11,0.377,0.93,1.359,3.097,3.06,2.378,1.874,1.639,1.255,1.178
2015,5,4,0.304,0.314,0.482,0.738,0.534,0.246,0.351,0.722,1.766,1.75,1.839,1.801,1.741,0.738,0.316,0.474,0.267
2015,5,5,0.971,0.445,0.501,1.083,0.997,1.161,1.281,2.056,3.155,2.228,1.249,1.038,0.708,0.364,0.101,0.163,-0.028
2015,5,6,0.983,0.653,0.605,1.421,1.728,2.395,2.382,4.079,4.977,3.581,1.535,1.588,0.616,0.249,0.208,0.145,0.084
2015,5,7,1.06,0.605,1.07,1.692,2.504,2.945,2.836,4.426,5.495,4.004,2.216,2.342,1.226,0.784,0.557,0.426,0.423
2015,5,8,0.941,0.722,1.061,1.388,2.099,1.884,1.948,1.923,3.948,3.612,1.858,3.011,1.5,1.067,0.889,0.659,0.662
2015,5,9,0.681,0.486,0.733,0.907,1.118,0.693,0.54,0.47,0.162,0.536,0.156,1.498,0.994,0.382,0.889,0.36,0.57
2015,5,10,0.991,0.437,0.422,0.83,0.79,0.597,0.454,0.218,0.593,-0.307,0.177,0.121,0.557,0.475,0.549,0.258,0.37
2015,5,11,1.048,0.639,0.415,0.968,1.496,1.535,1.331,1.78,2.49,2.104,1.206,0.94,0.958,0.549,0.572,0.45,0.569
2015,5,12,1.215,0.477,0.619,1.046,1.817,1.716,1.342,1.919,2.433,2.047,0.606,0.793,0.632,0.386,0.294,0.32,0.372
2015,5,13,0.747,0.835,0.762,1.195,1.57,1.059,0.432,0.091,0.419,0.724,-0.199,-0.16,-0.13,-0.139,0.112,0.002,0.268
2015,5,14,0.379,0.441,0.811,0.69,0.243,0.109,-0.012,-0.614,-0.397,0.042,-1.031,0.024,-0.026,-0.064,0.073,0.036,0.168
2015,5,15,0.441,0.445,0.453,0.628,-0.098,0.073,-0.004,-0.162,-0.294,-0.095,-0.49,-0.521,-0.312,0.057,0.131,0.111,0.243
2015,5,16,0.714,0.541,0.907,1.021,0.662,0.54,0.351,0.497,0.643,0.48,0.044,-0.164,-0.101,0.174,0.029,-0.091,0.167
2015,5,17,1.122,0.575,0.895,1.2,1.169,0.999,0.541,0.909,1.486,1.183,0.507,0.542,0.428,0.389,0.111,0.267,-0.023
2015,5,18,0.882,0.661,0.842,0.989,0.592,0.817,0.299,0.352,1.157,0.778,0.667,0.73,0.753,0.544,0.27,0.213,0.265
2015,5,19,1.362,0.91,1.042,1.283,0.742,0.705,0.313,0.407,1.124,0.94,0.576,0.593,0.549,0.403,0.457,0.429,0.431
2015,5,20,1.38,1.007,1.243,1.526,0.805,0.802,0.344,0.612,1.344,0.97,0.549,0.759,0.821,0.581,0.444,0.399,0.536
2015,5,21,1.259,0.943,1.117,1.313,0.398,0.443,0.205,0.294,0.61,0.332,0.512,0.481,0.772,0.626,0.661,0.574,0.621
2015,5,22,0.802,0.692,0.725,0.726,0.249,0.031,0.063,0.392,0.281,0.042,0.287,0.091,0.519,0.315,0.374,0.349,0.487
2015,5,23,0.746,0.516,0.72,0.878,0.774,0.202,0.322,0.632,1.216,1.037,0.851,0.661,0.672,0.367,0.299,0.177,0.28
2015,5,24,1.332,0.904,1.012,1.521,1.429,1.347,0.936,1.519,2.314,2.451,1.627,1.99,1.3,0.574,0.524,0.281,0.279
2015,5,25,1.156,0.932,1.07,1.316,1.094,1.195,0.812,1.577,1.712,2.745,2.143,1.966,1.549,0.496,0.761,0.296,0.498
2015,5,26,1.09,0.69,0.596,0.933,0.756,0.759,0.259,0.582,1.221,1.793,1.983,1.392,1.23,0.508,0.424,0.23,0.317
2015,5,27,0.267,0.596,0.656,0.822,0.737,0.531,0.162,0.471,0.754,1.296,1.493,1.575,1.183,0.454,0.442,0.227,0.065
2015,5,28,0.717,0.638,0.534,0.92,0.745,0.634,0.398,0.642,0.928,1.663,1.211,1.113,0.784,0.51,0.495,0.36,0.187
2015,5,29,1.009,0.578,0.736,0.853,1.15,0.71,0.508,0.662,1.226,1.211,0.889,1.278,0.418,0.263,0.555,0.137,0.321
2015,5,30,0.659,0.557,0.415,0.867,0.955,0.954,0.454,0.508,0.93,0.494,0.537,1.365,0.441,0.57,0.561,0.338,0.359
2015,5,31,0.575,0.338,0.262,0.725,0.598,0.695,0.163,0.29,0.081,0.231,0.04,-0.155,0.321,0.771,0.627,0.434,0.363
2015,6,1,0.064,0.45,0.433,0.776,0.654,0.53,-0.144,0.067,-0.16,-0.235,-0.195,-0.275,-0.222,-0.099,0.024,0.14,0.15
2015,6,2,0.724,0.688,0.651,1.274,0.732,0.616,-0.005,0.126,-0.024,-0.076,-0.158,-0.239,-0.838,-0.088,0.175,-0.091,-0.178
2015,6,3,1.515,1.212,0.96,1.255,1.534,1.816,0.845,0.925,1.206,0.836,0.185,0.169,0.077,0.262,-0.133,-0.129,-0.016
2015,6,4,1.249,0.983,1.014,1.559,2.061,2.432,1.924,3.104,3.411,2.368,1.285,1.546,0.439,0.632,0.218,0.198,0.15
2015,6,5,0.982,0.718,0.929,1.446,1.241,1.343,1.476,1.831,3.516,3.506,2.764,3.357,1.068,1.192,0.959,0.932,0.611
2015,6,6,0.635,0.572,0.457,0.512,0.356,-0.497,0.325,0.399,0.965,1.911,2.41,2.816,1.755,1.141,1.442,0.871,0.853
2015,6,7,0.633,0.775,0.347,0.228,0.199,-0.558,-0.163,-0.422,0.253,0.295,1.705,1.95,1.14,1.217,1.078,0.958,0.819
2015,6,8,0.822,0.566,0.421,0.344,0.164,-0.143,-0.034,-0.754,-0.337,0.393,0.853,1.871,1.688,1.132,1.44,1.339,0.978
2015,6,9,0.729,0.539,0.281,0.088,0.084,-0.126,-0.007,-0.396,-0.341,-0.106,0.328,1.54,1.593,1.213,1.659,1.685,1.352
2015,6,10,0.388,0.219,0.168,0.237,0.132,-0.073,-0.09,0.242,-0.429,-0.248,0.706,1.448,0.339,1.202,1.636,0.925,1.247
2015,6,11,0.765,0.349,0.215,0.587,0.269,0.576,0.254,-0.285,0.144,1.061,1.861,2.514,1.597,1.375,0.743,0.773,1.121
2015,6,12,1.256,0.638,0.392,0.786,0.474,0.47,0.242,0.297,1.043,2.972,4.046,4.136,2.541,1.568,1.251,1.129,1.123
2015,6,13,0.568,0.489,0.194,0.443,0.274,0.17,-0.018,0.288,1.081,3.721,5.495,5.863,2.697,1.742,1.655,1.377,1.267
2015,6,14,0.54,0.259,0.123,0.291,0.203,0.033,0.132,-0.144,1.689,3.5,4.953,4.537,2.385,1.71,1.478,1.004,0.99
2015,6,15,0.376,0.426,0.233,0.616,0.68,0.626,0.491,0.505,1.683,3.077,3.2,1.799,0.932,1.376,1.07,1.027,0.868
2015,6,16,0.82,0.52,0.343,0.881,1.182,1.465,1.044,1.505,2.366,2.863,2.15,0.943,0.679,0.771,0.772,0.722,0.777
2015,6,17,0.678,0.487,0.375,0.596,0.966,1.204,1.144,1.422,1.941,2.487,1.987,0.924,0.781,0.778,0.658,0.518,0.53
2015,6,18,0.594,0.373,0.182,0.543,0.794,0.587,0.765,1.145,1.504,1.744,1.502,0.902,0.564,0.928,0.747,0.389,0.612
2015,6,19,0.607,0.544,0.335,0.552,1.039,1.122,0.844,1.271,1.688,1.411,0.988,0.396,0.383,0.268,0.253,0.109,0.236
2015,6,20,0.628,0.444,0.477,0.76,1.467,1.471,0.971,1.364,1.497,1.215,1.179,0.879,0.259,0.313,0.351,0.049,0.271
2015,6,21,0.305,0.391,0.315,0.749,0.917,1.058,0.713,0.747,0.734,0.859,1.036,0.923,1.112,0.791,0.874,0.524,0.563
2015,6,22,0.168,0.347,0.47,0.868,1.056,0.964,0.637,0.725,0.775,0.4,0.257,0.18,-0.064,0.286,0.25,0.219,0.219
2015,6,23,0.387,0.472,0.44,1.006,1.42,1.567,0.907,1.178,1.141,1.074,0.414,0.163,-0.087,-0.109,0.085,-0.081,-0.084
2015,6,24,0.598,0.623,0.567,0.922,1.647,1.718,1.273,1.599,1.78,1.754,0.595,0.48,0.284,0.271,0.138,0.067,-0.099
2015,6,25,1.065,0.827,0.747,0.9,1.038,0.745,0.924,1.393,1.759,2.065,0.897,0.854,0.313,0.06,0.16,0.139,-0.014
2015,6,26,1.257,0.942,0.546,0.552,0.182,-0.04,0.034,0.038,0.573,1.149,1.377,1.362,0.765,0.535,0.761,0.331,0.366
2015,6,27,1.031,0.985,0.465,0.604,0.011,-0.038,0.024,-0.058,-0.07,-0.08,0.418,0.465,0.865,1.114,1.415,1.297,1.016
2015,6,28,1.25,1.189,0.928,0.968,0.267,0.197,-0.002,-0.048,-0.144,0.025,0.193,-0.547,-0.015,0.021,0.161,0.215,0.194
2015,6,29,0.803,0.962,1.052,1.122,1.073,0.917,0.327,0.159,0.097,0.045,-0.077,-0.056,0.408,-0.103,0.077,0.055,-0.194
2015,6,30,0.199,0.378,0.328,0.771,1.216,1.123,0.793,0.584,0.531,0.596,0.179,0.208,0.321,-0.252,0.541,0.088,0.094
2015,7,1,0.035,0.22,0.15,0.005,0.22,0.366,0.245,0.289,0.835,1.222,1.078,1.677,1.437,0.616,0.966,0.555,0.621
2015,7,2,0.313,0.273,0.218,0.034,0.088,-0.14,-0.223,0.026,0.238,0.859,1.375,1.967,1.465,1.046,1.2,0.966,1.009
2015,7,3,0.836,0.714,0.465,0.521,0.184,0.092,-0.169,-0.211,-0.276,0.267,0.536,1.065,1.296,0.717,0.777,0.79,0.908
2015,7,4,1.088,0.975,0.696,1.163,0.382,0.281,0.078,-0.313,-0.172,-0.053,0.168,1.01,0.887,0.487,0.616,0.678,0.614
2015,7,5,1.212,1.158,0.544,1.047,0.293,0.148,-0.484,-0.055,0.615,-0.094,-0.158,0.099,0.026,-0.048,0.19,0.072,0.159
2015,7,6,1.115,0.901,0.822,0.722,0.152,-0.104,-0.423,-0.235,-0.109,-0.228,-0.12,0.041,-0.129,0.31,-0.136,-0.037,-0.245
2015,7,7,1.335,1.011,0.765,1.109,0.513,0.158,-0.231,-0.452,-0.256,-0.035,-0.568,-0.171,-0.009,0.145,-0.311,0.066,-0.181
2015,7,8,1.716,1.158,1.204,1.507,0.802,0.453,-0.127,-0.136,-0.103,-0.207,-0.26,-0.084,-0.134,-0.522,-0.107,0.295,-0.026
2015,7,9,1.712,1.179,1.113,1.128,0.438,0.168,0.044,-0.083,0.129,0.19,0.157,-0.075,-0.359,0.071,-0.163,0.123,-0.158
2015,7,10,1.269,0.733,0.458,0.626,-0.095,0.268,0.026,-0.386,-0.087,0.232,-0.157,-0.199,-0.069,0.122,-0.51,-0.25,-0.319
2015,7,11,0.888,0.673,0.271,0.452,-0.014,0.177,0.064,-0.052,0.007,0.06,-0.287,-0.256,-0.387,-0.306,-0.918,-0.243,-0.516
2015,7,12,0.798,0.498,0.503,0.707,0.272,0.28,-0.332,0.065,-0.532,0.145,0.057,-0.196,0.025,-0.301,-0.07,-0.21,-0.324
2015,7,13,0.703,0.869,0.789,1.055,0.722,0.736,-0.065,-0.069,-0.365,0.127,-0.036,-0.194,0.247,-0.089,-0.033,0.163,-0.163
2015,7,14,1.067,0.993,1.075,1.471,1.442,1.681,0.77,1.118,0.314,0.879,0.174,0.304,0.21,0.047,0.347,0.266,0.068
2015,7,15,1.006,0.896,0.93,1.278,1.381,1.691,0.951,1.498,1.872,2.638,1.852,2.214,1.181,0.615,0.827,0.595,0.534
2015,7,16,0.81,0.739,0.583,0.858,0.594,0.461,0.335,0.342,2.072,3.439,3.718,3.736,1.392,0.748,0.654,0.435,0.751
2015,7,17,0.922,0.724,0.459,0.308,0.054,-0.119,-0.056,-0.031,1.439,3.483,4.544,4.466,1.854,0.707,0.793,0.834,0.948
2015,7,18,0.553,0.359,0.193,-0.129,-0.132,-0.286,-0.366,-0.288,0.208,0.935,2.032,2.046,1.509,0.953,0.75,0.715,0.564
2015,7,19,-0.149,0.047,0.042,-0.142,-0.118,-0.158,-0.3,-0.368,-0.189,-0.153,-0.21,-0.093,-0.082,-0.116,0.011,-0.001,0.013
2015,7,20,-0.205,-0.171,-0.143,-0.02,0.083,-0.006,-0.059,-0.392,-0.125,-0.203,-0.217,-0.413,0.018,0.003,0.002,0.03,-0.004
2015,7,21,-0.101,-0.012,-0.036,-0.155,0.01,0.293,0.24,0.688,0.567,0.775,0.438,0.492,0.169,0.273,0.227,0.172,0.474
2015,7,22,0.145,0.108,0.046,0.15,0.354,0.514,0.561,0.388,1.558,2.376,1.96,2.345,1.218,0.767,0.604,0.326,0.195
2015,7,23,0.305,0.345,0.267,0.562,0.565,0.867,0.811,1.131,1.663,1.908,1.443,1.826,0.72,0.492,0.159,0.147,0.228
2015,7,24,0.512,0.516,0.304,0.664,0.963,0.926,0.737,0.893,0.8,0.257,0.544,-0.111,-0.272,0.138,0.01,0.031,0.159
2015,7,25,0.543,0.463,0.204,0.658,1.025,1.122,0.529,0.733,0.481,0.676,0.088,-0.118,-0.01,0.035,-0.225,-0.105,0.03
2015,7,26,0.796,0.644,0.546,0.819,1.237,1.119,0.885,0.957,1.166,1.519,0.652,0.535,0.318,0.037,-0.131,0.137,-0.058
2015,7,27,1.124,0.839,0.845,1.239,1.488,1.165,1.146,1.707,1.989,2.278,1.4,1.627,0.46,0.179,0.235,0.272,0.031
2015,7,28,1.05,0.765,0.626,0.983,1.06,0.724,0.691,0.739,1.616,1.832,1.92,2.231,1.419,0.72,0.479,0.503,0.35
2015,7,29,0.655,0.428,0.284,0.642,0.301,0.082,-0.065,0.347,0.179,0.937,1.659,1.548,1.74,1.113,0.821,0.73,0.487
2015,7,30,0.427,0.327,0.173,0.535,0.068,0.115,-0.11,-0.166,-0.161,0.015,0.401,0.144,1.203,0.691,0.917,0.98,0.378
2015,7,31,0.744,0.551,0.227,0.519,0.271,0.148,-0.099,-0.006,0.014,-0.279,-0.146,0.169,0.793,0.613,0.614,1.001,0.297
